symbol,asOfDate,periodType,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,ForwardPeRatio,MarketCap,PbRatio,PeRatio,PegRatio,PsRatio,Ticker
XOM,2022-09-08,TTM,423572360758.0,,,,395550360758.0,,,,,XOM
XOM,2022-09-09,TTM,,,,9.0827,,2.268137,10.557987,1.689,1.174891,XOM
XOM,2022-09-11,TTM,,5.319523,1.202661,,,,,,,XOM
XOM,2022-09-30,3M,387590198587.0,12.393765,3.638935,8.1301,359568198587.0,2.027838,9.552516,1.511,1.063003,XOM
XOM,2022-12-31,3M,469268764336.0,19.461235,5.037018,9.7371,454247764336.0,2.419369,9.004082,1.809,1.208744,XOM
XOM,2023-03-31,3M,454906729178.0,21.451793,5.438606,10.4712,443353729178.0,2.273038,8.269985,,1.175886,XOM
XOM,2023-06-30,3M,438137426405.0,27.134293,5.422828,10.0806,429342426405.0,2.16092,7.261341,,1.15082,XOM
XOM,2023-09-30,3M,480700796516.0,26.292228,5.427355,12.4069,468732796516.0,2.340966,9.4064,,1.354003,XOM
FDS,2022-11-30,3M,19311524879.0,92.883613,38.254657,31.1526,17627785879.0,13.239958,45.003902,3.0865,9.690659,FDS
FDS,2023-02-28,3M,17503263651.0,84.677095,33.981311,28.4091,15882947651.0,10.77447,37.755009,2.8346,8.360942,FDS
FDS,2023-03-07,TTM,17290177340.0,,,27.8552,15669861340.0,10.629919,37.308743,2.784,8.262115,FDS
FDS,2023-03-08,TTM,,26.157883,8.986663,,,,,,,FDS
FDS,2023-05-31,3M,16188508344.0,75.48005,30.555251,23.5849,14705005344.0,9.149718,33.439618,2.3598,7.455616,FDS
FDS,2023-08-31,3M,17980408594.0,116.15101,33.558248,26.3852,16594652594.0,9.943867,33.518433,2.6806,8.30278,FDS
FICO,2022-09-30,3M,12208278540.0,90.701783,35.006017,21.4133,10363699540.0,,30.183883,,8.187386,FICO
FICO,2022-12-31,3M,16729742104.0,115.39106,48.510285,30.1205,14950714104.0,,42.212976,,11.450759,FICO
FICO,2023-03-31,3M,19410063040.0,121.285605,51.043383,35.461,17578493040.0,,47.06564,,12.965046,FICO
FICO,2023-06-30,3M,21976544320.0,121.835382,55.122161,35.461,20142855320.0,,53.983322,2.2168,14.544282,FICO
FICO,2023-09-30,3M,23398206075.0,138.701242,60.036502,36.1011,21589236075.0,,52.7661,2.2515,15.004781,FICO
FAST,2022-09-30,3M,26885712852.0,63.484564,14.916618,22.1239,26369612852.0,8.295722,25.865169,1.9571,4.047284,FAST
FAST,2022-12-31,3M,27680397521.0,73.228565,16.324839,24.1546,27102997521.0,8.544479,25.44086,2.2776,4.004419,FAST
FAST,2023-03-31,3M,31373057322.0,71.611635,16.875401,27.027,30801057322.0,9.737309,28.539683,3.191,4.447914,FAST
FAST,2023-06-30,3M,34108628081.0,77.449201,18.11302,29.7619,33700328081.0,10.30402,30.407216,3.5133,4.748342,FAST
FAST,2023-09-30,3M,31592435338.0,73.096796,17.114922,25.1889,31217635338.0,9.234954,27.877551,2.9699,4.326351,FAST
FRT,2022-09-30,3M,11475589254.0,42.354256,41.965797,30.4878,7318130254.0,2.776161,25.896552,2.5546,6.89488,FRT
FRT,2022-12-31,3M,12661808758.0,53.848187,45.211542,37.037,8205405758.0,2.998369,21.226891,3.1069,7.661829,FRT
FRT,2023-03-31,3M,12604812291.0,71.784253,46.161497,38.0228,8055752291.0,2.883037,20.983015,4.7934,7.405779,FRT
FRT,2023-06-30,3M,12483133999.0,67.526771,44.47477,37.1747,7888255999.0,2.852479,20.458774,4.6935,7.200748,FRT
FRT,2023-09-30,3M,12026430053.0,65.414716,41.961836,30.1205,7388453053.0,2.695663,19.282979,6.0583,6.68479,FRT
FDX,2022-11-30,3M,76786806850.0,34.006558,3.365776,12.2549,45991806850.0,1.829427,13.42815,1.2902,0.507596,FDX
FDX,2023-02-28,3M,84469740637.0,72.506215,3.810264,11.6279,51079740637.0,2.118173,15.913861,1.2689,0.562634,FDX
FDX,2023-03-07,TTM,85464577924.0,,,11.8064,52074577924.0,2.159427,16.156617,1.2882,0.571217,FDX
FDX,2023-03-08,TTM,,9.502399,0.908318,,,,,,,FDX
FDX,2023-05-31,3M,87468795011.0,31.160953,3.988545,11.7509,54753795011.0,2.213795,18.759036,1.3093,0.607137,FDX
FDX,2023-08-31,3M,97101765075.0,36.490705,4.478657,14.8368,65625765075.0,2.515554,16.861757,1.1215,0.74118,FDX
FSLR,2022-09-30,3M,12487959112.0,-212.781937,19.855786,84.7458,14100764112.0,2.391652,74.728814,3.9058,5.708118,FSLR
FSLR,2022-12-31,3M,14354480321.0,-4174.027427,14.320241,35.0877,15968454321.0,2.739886,170.215909,1.564,6.329477,FSLR
FSLR,2023-03-31,3M,20890602072.0,198.43651,38.101651,28.9855,23234452072.0,3.981191,,1.6274,8.847659,FSLR
FSLR,2023-06-30,3M,18404391869.0,70.3556,22.702609,23.6407,20307418869.0,3.460276,475.225,1.3253,7.244803,FSLR
FSLR,2023-09-30,3M,15862224956.0,42.647039,19.800803,12.5471,17262884956.0,2.858603,110.678082,,5.765704,FSLR
FE,2022-09-02,TTM,43442385824.0,,,15.625,22804385824.0,2.100238,16.768908,4.1433,1.926464,FE
FE,2022-09-05,TTM,,10.619014,3.747941,,,,,,,FE
FE,2022-09-30,3M,41792868215.0,40.853244,12.026725,14.4718,21154868215.0,1.948321,15.546218,3.8412,1.785998,FE
FE,2022-12-31,3M,44986328998.0,46.909624,14.160003,16.8067,23979328998.0,2.227137,19.063636,4.2024,1.988656,FE
FE,2023-03-31,3M,44441845492.0,44.308919,13.754827,15.873,22947845492.0,2.257313,56.422535,2.6442,1.839178,FE
FE,2023-06-30,3M,44841329334.0,47.102237,14.917275,15.2672,22292329334.0,2.174225,54.760563,2.5462,1.752523,FE
FE,2023-09-30,3M,43434526148.0,39.521862,12.45613,12.7551,19597526148.0,1.866127,42.725,2.1256,1.519524,FE
FIS,2022-09-30,3M,62047860000.0,45.859468,17.216387,9.5785,45190860000.0,0.971721,55.160584,0.6437,3.240665,FIS
FIS,2022-12-31,3M,57244796089.0,-3.53931,15.413246,10.1317,40260796089.0,0.884649,44.346405,0.7185,2.866506,FIS
FIS,2023-03-31,3M,50526360000.0,41.38113,14.394974,9.2421,32163360000.0,1.181694,,0.6893,2.258764,FIS
FIS,2023-06-30,3M,50523400000.0,-9.216235,13.487293,9.2507,32382400000.0,1.195055,,0.8935,2.25441,FIS
FIS,2023-09-30,3M,50281566803.0,52.376632,20.201513,8.4746,32745566803.0,1.615788,,0.8246,2.258356,FIS
FI,2022-09-02,TTM,85511436261.0,,,13.7363,64879436261.0,2.085552,32.935065,0.9439,3.93909,FI
FI,2022-09-05,TTM,,14.124783,5.027719,,,,,,,FI
FI,2022-09-16,TTM,86899334296.0,,,14.0449,66267334296.0,2.130166,33.63961,0.9641,4.023355,FI
FI,2022-09-18,TTM,,14.354036,5.109321,,,,,,,FI
FI,2022-09-30,3M,80142520000.0,49.106936,17.738495,12.6743,59510520000.0,1.912968,30.37987,0.8707,3.633485,FI
FI,2022-12-31,3M,84664287641.0,43.663893,18.282075,13.7741,64182287641.0,2.099654,31.783019,0.9703,3.808534,FI
FI,2023-03-31,3M,90481570000.0,53.25578,19.89918,15.3374,69965570000.0,2.269546,28.907928,1.0812,4.128778,FI
FI,2023-06-30,3M,98560650000.0,51.737874,20.723434,17.1527,77077650000.0,2.562677,33.373016,1.417,4.459152,FI
FI,2023-09-30,3M,91742099442.0,41.01122,18.826616,13.369,68862099442.0,2.267411,28.525253,1.1053,3.878485,FI
FLT,2020-12-11,TTM,,,,,,,,1.1814,,FLT
FLT,2022-09-30,3M,18441121575.0,39.870885,20.650752,9.99,12988528575.0,4.832637,15.13488,,4.430153,FLT
FLT,2022-12-31,3M,19450499852.0,42.156858,22.012539,10.7066,13546833852.0,6.050223,15.142622,,4.317183,FLT
FLT,2023-03-31,3M,21166641522.0,46.127651,23.483709,12.4224,15564910522.0,6.124318,16.976651,,4.728842,FLT
FLT,2023-06-30,3M,24092771556.0,48.308052,25.409652,14.9031,18567611556.0,6.442926,20.006375,,5.367573,FLT
FLT,2023-09-30,3M,24379532090.0,44.887185,25.110447,12.837,18884286090.0,5.786627,20.591935,,5.271587,FLT
FMC,2022-09-30,3M,16609898061.0,78.237862,12.060629,12.8205,13314598061.0,4.283287,17.646077,1.4253,2.49116,FMC
FMC,2022-12-31,3M,18915547190.0,48.204758,11.661866,15.2672,15720547190.0,4.89738,21.780105,1.8172,2.833813,FMC
FMC,2023-03-31,3M,18123636396.0,60.432265,13.481839,15.6495,15271036396.0,4.520867,18.56079,2.1717,2.666999,FMC
FMC,2023-06-30,3M,16732897041.0,131.135557,16.493738,13.6426,13014697041.0,3.749877,16.151703,1.9049,2.277881,FMC
FMC,2023-09-30,3M,12094404838.0,125.200878,12.317349,9.434,8353404838.0,2.491323,11.667247,2.7754,1.577482,FMC
F,2022-09-30,3M,139879600000.0,55.728924,3.550965,5.3079,46345600000.0,1.049279,3.875433,0.2636,0.304917,F
F,2022-12-31,3M,136350346370.0,25.789738,3.098942,6.3371,46758346370.0,1.142708,5.191964,0.3304,0.308616,F
F,2023-03-31,3M,148731800000.0,36.311475,3.586146,7.7519,52327800000.0,1.210072,,0.8275,0.319988,F
F,2023-06-30,3M,164043150000.0,25.385817,3.649134,9.1158,62865150000.0,1.483859,20.726027,1.0723,0.36843,F
F,2023-09-30,3M,151736641975.0,26.279294,3.464228,6.2539,49707641975.0,1.181517,12.058252,0.6461,0.294339,F
FTNT,2022-09-30,3M,37560813000.0,127.06635,32.675783,37.7358,38326313000.0,,60.208333,1.9653,10.639876,FTNT
FTNT,2022-12-31,3M,37454128577.0,93.635321,29.192618,35.461,38194628577.0,,53.962472,1.7889,9.73863,FTNT
FTNT,2023-03-31,3M,50910624000.0,157.325785,40.331636,47.3934,52131224000.0,,62.698113,2.7286,12.115778,FTNT
FTNT,2023-06-30,3M,57495304000.0,173.283014,44.473472,52.356,59383504000.0,5209.079298,62.991667,2.893,12.773781,FTNT
FTNT,2023-09-30,3M,43761371463.0,121.054969,32.789878,33.557,46083571463.0,143.473137,44.120301,1.8811,9.352728,FTNT
FTV,2022-09-08,TTM,26215545278.0,,,,23216345278.0,,,,,FTV
FTV,2022-09-09,TTM,,,,19.1205,,2.486486,36.274725,1.6905,4.349185,FTV
FTV,2022-09-11,TTM,,20.525795,4.752982,,,,,,,FTV
FTV,2022-09-30,3M,23625740000.0,65.828197,16.22647,16.8919,20626540000.0,2.18402,32.032967,1.4928,3.840617,FTV
FTV,2022-12-31,3M,25585780255.0,88.501488,16.723825,18.9036,22732180255.0,2.414472,33.290155,1.6753,4.10386,FTV
FTV,2023-03-31,3M,26809595000.0,76.445951,18.353936,20.3252,24098095000.0,2.488599,32.461905,2.1232,4.221937,FTV
FTV,2023-06-30,3M,28733163000.0,98.637703,18.824137,22.1729,26311563000.0,2.665839,34.939252,2.0648,4.527077,FTV
FTV,2023-09-30,3M,28325124000.0,69.783503,18.95291,19.7239,26059824000.0,2.614925,33.107143,1.8145,4.428741,FTV
BEN,2022-09-30,3M,15706157766.0,43.291504,8.100133,7.0771,10750857766.0,0.931318,6.385757,,1.237287,BEN
BEN,2022-12-31,3M,17776807411.0,48.267194,9.037063,10.9409,13196807411.0,1.150106,10.426877,,1.55979,BEN
BEN,2023-03-31,3M,19066371058.0,34.634643,9.893302,11.236,13494571058.0,1.156714,13.744898,,1.643601,BEN
BEN,2023-06-30,3M,20090332983.0,42.047578,10.203318,10.8696,13328632983.0,1.126509,16.090361,,1.662285,BEN
BEN,2023-09-30,3M,19719474815.0,36.900215,9.928742,9.4073,12264874815.0,1.026513,15.3625,,1.544539,BEN
FCX,2022-09-30,3M,40654570000.0,26.8347,8.126038,12.7065,39054570000.0,2.623049,8.281818,,1.659555,FCX
FCX,2022-12-31,3M,56426433258.0,25.789046,9.799658,22.3714,54314433258.0,3.63381,14.393939,,2.396921,FCX
FCX,2023-03-31,3M,61470940000.0,29.440105,11.406743,24.0385,58664940000.0,3.771452,17.117155,,2.605813,FCX
FCX,2023-06-30,3M,60143000000.0,30.283484,10.483354,21.5983,57360000000.0,3.572274,22.099448,,2.679217,FCX
FCX,2023-09-30,3M,56272272530.0,26.783566,9.662135,16.5837,53460272530.0,3.299609,25.367347,,2.455105,FCX
IT,2020-08-12,TTM,,,,32.1543,,,,,,IT
IT,2022-09-30,3M,24653722439.0,79.631144,18.510635,,21905144439.0,,31.22912,,4.513387,IT
IT,2022-12-31,3M,29111198093.0,76.067933,19.346845,,26563255093.0,,36.300216,,5.223705,IT
IT,2023-03-31,3M,28356638314.0,62.281217,20.126793,,25896246314.0,113.680745,32.707831,,4.822852,IT
IT,2023-06-30,3M,29879462646.0,89.113952,19.877435,33.1126,27736242646.0,58.6566,30.303633,,5.009686,IT
IT,2023-09-30,3M,28927528531.0,98.125945,20.533453,29.0698,27085134531.0,46.18049,29.801388,,4.785917,IT
GEHC,2022-12-31,3M,26090970033.0,33.579112,5.283712,,26545970033.0,1.574587,13.869369,,1.475432,GEHC
